,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Summary,Venue Type
152,Maheshtala Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
153,Maheshtala Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
154,Maheshtala Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
155,Maheshtala Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
156,Maheshtala Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
157,Maheshtala Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
158,Maheshtala Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
159,Maheshtala Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
160,Maheshtala Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
161,Budge Budge Municipality,22.488300323486328,88.1895980834961,Reliance Fresh,22.48697,88.194943,Convenience Store,This spot is popular,general
162,Budge Budge Municipality,22.488300323486328,88.1895980834961,Budge Budge Railway Station,22.48688829992365,88.18020100095544,Train Station,This spot is popular,general
163,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
164,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
165,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
166,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
167,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
168,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
169,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
170,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
171,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
172,Rajpur Sonarpur Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
173,Baruipur Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
174,Baruipur Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
175,Baruipur Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
176,Baruipur Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
177,Baruipur Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
178,Baruipur Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
179,Baruipur Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
180,Baruipur Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
181,Baruipur Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
182,Baruipur Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
183,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
184,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
185,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
186,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
187,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
188,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
189,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
190,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
191,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
192,Jaynagar Majilpur Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
193,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
194,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
195,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
196,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
197,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
198,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
199,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
200,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
201,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
202,Chandannagar Municipal Corporation,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
203,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
204,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
205,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
206,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
207,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
208,Bhadreswar Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
209,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
210,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
211,Bhadreswar Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
212,Bhadreswar Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
213,Champdani Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
214,Champdani Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
215,Champdani Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
216,Champdani Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
217,Champdani Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
218,Champdani Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
219,Champdani Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
220,Champdani Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
221,Champdani Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
222,Champdani Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
223,Bansberia Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
224,Bansberia Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
225,Bansberia Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
226,Bansberia Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
227,Bansberia Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
228,Bansberia Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
229,Bansberia Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
230,Bansberia Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
231,Bansberia Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
232,Bansberia Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
233,Baidyabati Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
234,Baidyabati Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
235,Baidyabati Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
236,Baidyabati Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
237,Baidyabati Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
238,Baidyabati Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
239,Baidyabati Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
240,Baidyabati Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
241,Baidyabati Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
242,Baidyabati Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
243,Serampore Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
244,Serampore Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
245,Serampore Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
246,Serampore Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
247,Serampore Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
248,Serampore Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
249,Serampore Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
250,Serampore Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
251,Serampore Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
252,Serampore Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
253,Rishra Municipality,22.72537040710449,88.35279846191406,Felu Modak,22.71980858899741,88.35466083691071,Indian Sweet Shop,This spot is popular,general
254,Rishra Municipality,22.72537040710449,88.35279846191406,Apollo Pharmacy,22.7191609,88.3524259,Pharmacy,This spot is popular,general
255,Rishra Municipality,22.72537040710449,88.35279846191406,Apollo Pharmacy,22.7248251,88.3433326,Pharmacy,This spot is popular,general
256,Rishra Municipality,22.72537040710449,88.35279846191406,Rishra Station,22.724677160191366,88.3432745484049,Train Station,This spot is popular,general
257,Konnagar Municipality,22.70222091674805,88.33766174316406,Konnagar Station,22.70153401172212,88.34256649017334,Train Station,This spot is popular,general
258,Konnagar Municipality,22.70222091674805,88.33766174316406,Apollo Pharmacy,22.697671,88.336076,Pharmacy,This spot is popular,general
259,Konnagar Municipality,22.70222091674805,88.33766174316406,Apollo Pharmacy,22.702052,88.3458334,Pharmacy,This spot is popular,general
260,Konnagar Municipality,22.70222091674805,88.33766174316406,HDFC Bank ATM,22.701482,88.346181,ATM,This spot is popular,general
261,Uttarpara Kotrung Municipality,22.68078994750977,88.34335327148438,Hindmotor Station,22.680636453724244,88.34142950744248,Train Station,This spot is popular,general
262,Uttarpara Kotrung Municipality,22.68078994750977,88.34335327148438,Axis Bank ATM,22.673383712769,88.340202331543,ATM,This spot is popular,general
263,Dankuni Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
264,Dankuni Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
265,Dankuni Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
266,Dankuni Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
267,Dankuni Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
268,Dankuni Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
269,Dankuni Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
270,Dankuni Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
271,Dankuni Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
272,Dankuni Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
273,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
274,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
275,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
276,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
277,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
278,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
279,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
280,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
281,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
282,Howrah Municipal Corporation,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
283,Bally Municipality,22.570539474487305,88.3712387084961,Bhim Chandra Nag,22.570638822213024,88.37152372833114,Indian Sweet Shop,This spot is popular,general
284,Bally Municipality,22.570539474487305,88.3712387084961,Big Bazaar,22.565918736488236,88.36963534355162,Department Store,This spot is popular,general
285,Bally Municipality,22.570539474487305,88.3712387084961,Indian Coffee House,22.576186678115835,88.36401300379693,Café,This spot is popular,general
286,Bally Municipality,22.570539474487305,88.3712387084961,Paramount,22.573874166664815,88.3644962310791,Juice Bar,This spot is popular,general
287,Bally Municipality,22.570539474487305,88.3712387084961,Café Coffee Day,22.565918736488236,88.36963534355162,Café,This spot is popular,general
288,Bally Municipality,22.570539474487305,88.3712387084961,College Square,22.57474596671362,88.36389541625975,Plaza,This spot is popular,general
289,Bally Municipality,22.570539474487305,88.3712387084961,Sealdah Railway Station,22.56796955755306,88.3711266517639,Train Station,This spot is popular,general
290,Bally Municipality,22.570539474487305,88.3712387084961,Platform #9B,22.568036450605884,88.37140049238124,Platform,This spot is popular,general
291,Bally Municipality,22.570539474487305,88.3712387084961,Sealdah Rajdhani,22.568173374957258,88.37283664335622,Platform,This spot is popular,general
292,Bally Municipality,22.570539474487305,88.3712387084961,College Square Swimming Club,22.575192497014992,88.36442286831601,Pool,This spot is popular,general
293,Uluberia Municipality,22.4681396484375,88.09342956542969,Sheetal,22.468765,88.093787,Café,This spot is popular,general
294,Uluberia Municipality,22.4681396484375,88.09342956542969,Uluberia Railway Station,22.472351073594037,88.09327125549316,Train Station,This spot is popular,general
295,Uluberia Municipality,22.4681396484375,88.09342956542969,Coffee House Classic,22.468237,88.099343,Coffee Shop,This spot is popular,general
296,Uluberia Municipality,22.4681396484375,88.09342956542969,Hot Bite,22.468426431008023,88.10049606577975,Restaurant,This spot is popular,general
297,Kolkata Municipal Corporation,22.55561,88.36573,CIT Cafe,22.552687105920374,88.37185551567953,Chinese Restaurant,This spot is popular,general
298,Kolkata Municipal Corporation,22.55561,88.36573,Entally Market,22.55995198852979,88.36669830431751,Market,This spot is popular,general
299,Kolkata Municipal Corporation,22.55561,88.36573,Baptist Missionary Society,22.5515667,88.3628103,Campground,This spot is popular,general
300,Kolkata Municipal Corporation,22.55561,88.36573,Santana Guest House,22.550878524780273,88.36312866210938,Hostel,This spot is popular,general
301,Kolkata Municipal Corporation,22.55561,88.36573,Hotel Executive Tower,22.555790623194284,88.37213990280695,Hotel,This spot is popular,general
302,Kolkata Municipal Corporation,22.55561,88.36573,Ananda Palit,22.55568121817436,88.37250012381388,Bus Station,This spot is popular,general
